cajounice,RT @rififi06_2: Nos forces de l’ordre ont intérêt à rester très vigilantes ainsi que leurs familles.... https://t.co/mijJNczdby,2019-10-06 17:46:44,0
fred_cecile,"RT @CGTmacif_idf: Extrait de l'article de l'humanité. 
Quand la direction de la MACIF traque les salariés malades.
Malades bien souvent à c…",2019-10-06 17:46:48,0
fred_cecile,"RT @CGTmacif_idf: Agression dans les agences de la MACIF.
Malgré des préconisations du CHSCT rien n'a été mis en place. 
Que fait la direct…",2019-10-06 17:46:56,0
josleyd,"Parlez nous de vous
 1- Jordanne
 2- Célib
 3- Raw Shit, Anna Mae 
 4- 80
 5- Insta
 6- Cst mon futur mari mais il… https://t.co/Algl374ihb",2019-10-06 17:47:06,0
bestShikamaru,@BakaNadou pas mal de série a voir (tu vas pleuré comme jamais si ta jamais vu anohana et Your lie in april) mais p… https://t.co/ASkudfARwp,2019-10-06 17:47:06,0
fred_cecile,"RT @CGTmacif_idf: https://t.co/UQpu8zZRTt
À ce jour la direction n'a toujours pas daigné donner la moindre explication concernant ces consi…",2019-10-06 17:47:15,0
ruintarazzo,@universbutera tu vas le revoir j'en suis sure Mae!,2019-10-06 17:48:13,0
GilKRESSMANN,Achetez Le Point paru le 3 Février: vous ne le regretterez pas « Agriculture : requiem pour la France rurale » dans… https://t.co/jVpI3QWo1Y,2019-10-06 17:48:18,0
KillaMous4,RT @Dieydy93: Tombez pas dans le piège. Il m’a même trop trahi avec ses freestyles d’anthologie pour balancer des albums bancals 😔 (le free…,2019-10-06 17:49:25,0
fred_cecile,RT @CGTmacif_idf: Pendant que le DG de la #macif reçoit sa médaille de champion du management on trouve des horreurs..sur le management sau…,2019-10-06 17:49:29,0
FBLimousin,Ce dimanche soir une dizaine d’agriculteurs ont allumé des feux et installés des banderoles sur la RN 520 au nord d… https://t.co/JsrDnYSiRk,2019-10-06 17:49:38,0
EricGenovese1,[URGENT] @MAIF dépense chaque mois plusieurs centaines de milliers d'euros de publicité sur @CNews. Ils financent d… https://t.co/hArYLblKBu,2019-10-06 17:49:42,0
User Name,Text,Date,RT Count
klkun2b1,[URGENT] @renault_fr @Peugeot et @Citroen dépensent chaque mois près d'1 million d'euros de pub sur @CNEWS. Ils fin… https://t.co/D8J1sMjMck,2019-10-06 21:05:32,0
babounes352,"RT @slpng_giants_fr: Bonjour @renault_fr @Peugeot @Citroen,
et si vous mettiez ce million ailleurs en cas de signature de #Zemmour par @cne…",2019-10-06 21:06:09,0
TDLdfco,"TOUS À LYON, enflammons le Groupama Stadium dans 2 semaines !!!",2019-10-06 21:06:35,0
_vinvin76_,"Le rendez vous est pris ! Le 1er Mars 2020, au groupama Stadium, on sera là pour bouffer ces chacals de verts 👊👊 🦁",2019-10-06 21:06:42,0
OuarglaKhaled,RT @_lemouvement: [URGENT] @renault_fr @Peugeot et @Citroen dépensent chaque mois près d'1 million d'euros de pub sur @CNEWS. Ils financent…,2019-10-06 21:06:42,0
Capucine_Cousin,"Boom: 10.000 emplois menacés chez #HSBC - HSBC to axe up to 10,000 jobs in cost-cutting drive https://t.co/74Ayk6ZlLK via @financialtimes",2019-10-06 21:06:56,0
IssuesMichele,#canpoli #CPC #canadastrong #keepcanadatogether #buildastrongercanada. Vote conservative,2019-10-06 21:07:16,0
mistercreek,RT @vergniol: [URGENT] @renault_fr @Peugeot et @Citroen dépensent chaque mois près d'1 million d'euros de pub sur @CNEWS. Ils financent don…,2019-10-06 21:07:21,0
Marya69140,"@22Cookie27 Bravo pour la victoire, Cookie 👏
Prépare-toi pour la revanche au Groupama Stadium 😈😘",2019-10-06 21:07:53,0
YoloCestSephto,"@iMutshu Et oui !
Ma haine envers Lyon (comme beaucoup ) est exacerbé !

Lyon, ils peuvent aller en national 2 et j… https://t.co/ORdKcXLjXQ",2019-10-06 21:07:56,0
eugenkerr,"@fd22330 Ah ah ah c'est drôle, on peut parler de vos performances en ligue Europa peut-être ? On se retrouve au Groupama Stadium hein",2019-10-06 21:08:37,0
PhilippeCombaut,"RT @MarianneleMag: En trois semaines, Aigle Azur, XL Airways et Thomas Cook ont fait faillite. Trois situations a priori différentes, mais…",2019-10-06 21:08:57,0
lafooteuseA,"EMMENER MOI AU STADE GROUPAMA
EMMENER MOI AU PAYS DES TAR-BA
IL ME SEMBLE QUE LE PLUS CON 
C'EST CELUI QUI SUPPORTE LYON 👀❤️⚽️",2019-10-06 21:09:20,0
xbrochart,"RT @AFnewsroom: #AirFrance et @AllianzTravelFR s'associent pour proposer un service de #téléconsultation 24h/24, 7j/7, pour tout client aya…",2019-10-06 21:09:54,0
Les_Trophees,RT @MAIF: .@pascaldemurger est élu Personnalité de l’Année 2019 des #TropheesAssurance. C'est la 1ère personnalité à recevoir ce trophée po…,2019-10-06 21:09:54,0
HakaiDebutant,RT @HakaiSlaynn: J'ai fais un AMV Hunter x Hunter alors que j'en ai jamais fais. N'hésitez pas à me donner votre avis pour ce premier AMV !…,2019-10-06 21:10:09,0
priscilliamath,"RT @yaoicontents: PAAAAARDOOOOOOON ??????????????

NON J'AI VRAIMENT MAL LA PAR CONTRE ET JE PLEURE POUR DE VRAI https://t.co/EaDkLo4XEd",2019-10-06 21:10:39,0
InfoproDigital,RT @MAIF: .@pascaldemurger est élu Personnalité de l’Année 2019 des #TropheesAssurance. C'est la 1ère personnalité à recevoir ce trophée po…,2019-10-06 21:11:28,0
FredPrab,"RT @paricvih: #AME l'aide médicale d'Etat, la santé des populations et la santé publique 
https://t.co/IqBwh9jm0V",2019-10-07 11:30:53,0,0.0,0.0
DEYCatherine1,"RT @Sara2Svati: Nous venons de remporter une première victoire ! Suite à notre mobilisation, la MAIF nous a répondu en moins de 24 heures d…",2019-10-07 11:31:19,0,0.0,0.0
AnneRussac,RT @pascaldemurger: #Replay de mon interview avec @PaulineTattevin sur @bfmbusiness : 6mn pour comprendre notre #engagement d'#AssureurMili…,2019-10-07 11:31:23,0,0.0,0.0
